bat_id,meso,conv,meso_rt,pa,diff,name,hand_delta,meso_hand
andet001,0.061832793744471246,-0.08266581309300496,0.26241581313964163,4139,0.1444986068374762,Timothy Devon Anderson,0.7707739241092407,0.832606717853712
andre001,2.6556771640373844,3.8990648990620413,2.165798841324626,8599,-1.243387735024657,Elvis Augusto (Torres) Andrus,0.11241975705730727,2.7680969210946915
andrm101,4.630456288998589,4.723792480738464,6.97536502137038,3685,-0.09333619173987451,Michael Jay Andrews,1.321670521533125,5.952126810531714
aokin001,-0.9903363534506364,0.037621746110380536,2.822126119848925,3044,-1.027958099561017,Norichika Aoki,0.39235967508397784,-0.5979766783666586
aparl101,-0.2988194994792405,-0.19393420443474604,1.375015457535421,11230,-0.10488529504449448,Luis Ernesto (Montiel) Aparicio,0.3551481536841068,0.05632865420486627
appll101,-1.7713139348296298,-0.6728327582881191,-1.8987415025041976,10254,-1.0984811765415108,Lucius Benjamin Appling,-0.04536562369494072,-1.8166795585245705
arcio002,2.0772816063853536,0.8212274853767932,2.0054281639238236,3533,1.2560541210085603,Orlando Jesus Arcia,0.4284797141573117,2.5057613205426654
arenn001,8.122340782013172,7.036020685572043,8.606868103898387,7510,1.0863200964411286,Nolan James Arenado,0.9663072373421118,9.088648019355283
armat001,-0.4194180275349701,-0.6303159583309443,-1.4378046275307297,5502,0.21089793079597424,Antonio Rafael (Machado) Armas,0.7688941654539345,0.3494761379189644
arozr001,-4.628633365565458,-3.088989679415014,-6.125978386742107,3359,-1.539643686150444,Randy Arozarena,0.24840680502111948,-4.3802265605443385
arral001,-1.8293157413325902,-0.8379163125709566,-0.8590224595332707,3533,-0.9913994287616337,Luis Sangel (Reveron) Arraez,-0.3405641458382788,-2.169879887170869
ashba001,-3.137706262610515,-2.7746453003573746,-4.183632213165062,4694,-0.36306096225314066,Alan Dean Ashby,-0.6937461758910569,-3.831452438501572
ashbr101,0.4524799252962607,-0.8761256083779241,0.8819198653467356,9736,1.3286055336741849,Don Richard Ashburn,-2.0306858514816026,-1.5782059261853418
asprb101,-4.438588117198757,-2.6771890621440457,-5.0423129877331245,4799,-1.761399055054711,Robert Thomas Aspromonte,0.8773519180903608,-3.5612361991083956
atkig001,9.856294231846796,7.220906590956671,5.882718917966127,3269,2.6353876408901247,Garrett Bernard Atkins,1.5887430855061053,11.445037317352902
aurir001,-0.6961926977817927,-2.4961529213576314,0.0804373550533854,6275,1.7999602235758387,Richard Santo Aurilia,0.6161897086686651,-0.08000298911312764
ausmb001,-0.7077921560255928,-0.49095295569721714,-0.38528328241009424,7102,-0.21683920032837561,Bradley David Ausmus,0.09909730441829932,-0.6086948516072934
austj101,-0.6107444105552957,-0.44213937159556216,0.6524818091024385,5813,-0.16860503895973356,James Philip Austin,1.6452903045007152,1.0345458939454195
avere101,1.9559103094757913,1.7313600551506387,1.1269470486727142,7221,0.22455025432515252,Howard Earl Averill,3.7194266541614875,5.675336963637279
avila001,2.0977007408913773,1.3076594256363392,2.5962667438850797,3638,0.7900413152550381,Alexander Thomas Avila,-0.8129051051393724,1.2847956357520047
avilb101,-1.7609130161487778,-2.5485572983637788,-1.6812623622733787,5339,0.7876442822150009,Roberto Francisco (Gonzalez) Avila,0.5792302337888369,-1.181682782359941
avilm001,0.93812576139974,1.3554567504907318,1.085439178146749,3234,-0.41733098909099176,Michael Anthony Aviles,-0.13025938374294505,0.8078663776567949
aybae001,-3.1588276071736354,-2.4792425259873765,-4.595446307158984,5628,-0.6795850811862589,Erick Johan Aybar,-0.39076048956291465,-3.5495880967365503
