pit_id,meso,conv,meso_rt,pa,diff,name
casha001,-1.0595541086187004,-0.7932483921830364,-0.0363935888772349,5109,-0.2663057164356639,Andrew Burton Cashner
castf001,3.0927900440460636,2.1775708633720945,2.484588750635004,6871,0.9152191806739691,Frank Anthony Castillo
castg101,2.322834408551701,1.3687097603825846,0.014626479747669252,6100,0.9541246481691166,George Jasper Caster
castl003,-0.8153471888375818,0.3168832440283842,-0.9554879372712055,5824,-1.132230432865966,Luis Miguel Castillo
ceasd001,-1.9388585459189076,-0.3879078146620007,-0.5749751394129032,4304,-1.5509507312569069,Dylan Edward Cease
cecib001,1.1892842954353706,0.6714531372305476,2.5211427794909196,3239,0.5178311582048231,Brett Aarion Cecil
ceruj001,2.032487986044406,0.08210793739418559,0.17000691833007223,3668,1.9503800486502203,John Joseph Cerutti
chacj001,7.494198469597962,6.616139722219578,6.712661535184208,6128,0.8780587473783843,Jhoulys Jose (Molina) Chacin
chacs001,10.841093501774871,7.453656566459149,11.698353651965977,4130,3.387436935315722,Shawn Anthony Chacon
chamb101,-1.0541195684047548,0.29020701043064195,-0.8533780880849712,3538,-1.3443265788353969,Buford Billy Champion
chamc102,0.5893928037164555,2.2470693166101645,-0.07408237243366848,3920,-1.657676512893709,Clifford Day Chambers
chand102,-2.498702028960354,0.13712232584599882,-1.1270414933079929,8911,-2.6358243548063527,Wilmer Dean Chance
chans101,-1.8458533259847614,-1.7928206195507639,-3.106651368664883,6105,-0.05303270643399749,Spurgeon Ferdinand Chandler
chapa001,2.634904398616612,0.6428536742101234,0.829642736619409,3341,1.9920507244064884,Albertin Aroldis (de la Cruz) Chapman
charn001,1.3674772428135875,1.1915517935314341,1.505743597784086,3845,0.17592544928215337,Norman Wood Charlton
