park_id,season,effect,n_pa,component,n_components
PIT06,1945,0.005509470668540387,5761,0,2
STL07,1945,0.0034542607793659366,10258,0,2
BOS07,1945,0.00811104354632024,5200,1,2
CHI10,1945,0.005474173093603152,5195,1,2
CLE06,1945,0.015232067989992607,2116,1,2
CLE07,1945,-0.022064481551012406,3076,1,2
DET04,1945,0.0072621520345929795,5066,1,2
NYC16,1945,0.01318582508966805,5465,1,2
WAS09,1945,-0.02648748850834765,5430,1,2
BOS07,1946,0.015515982887600515,6202,0,2
BOS08,1946,-0.007949325616107391,5635,0,2
CHI11,1946,-0.010995539751650917,5798,0,2
CIN07,1946,0.001983041743495094,5625,0,2
NYC14,1946,0.005412832424825172,5728,0,2
NYC15,1946,-0.009192394646226412,5944,0,2
PHI11,1946,0.002891503408767036,11672,0,2
PIT06,1946,-0.0015095067422995732,5931,0,2
CHI10,1946,-0.0017533382559553091,5936,1,2
CLE06,1946,0.008399745819612007,2729,1,2
CLE07,1946,-0.03477712217923329,2949,1,2
DET04,1946,0.015024698137471178,5772,1,2
NYC16,1946,-0.007718231341153691,5741,1,2
STL07,1946,0.00780089112368246,11593,1,2
WAS09,1946,-0.0074198785690037395,5769,1,2
BOS08,1947,-0.013096119997226208,5749,0,2
CHI11,1947,-0.005681392121988514,5967,0,2
CIN07,1947,-0.0029321286666219473,5779,0,2
NYC14,1947,0.009856659090559059,5496,0,2
NYC15,1947,-0.004483865035521046,5917,0,2
PIT06,1947,0.017128809891469407,6026,0,2
STL07,1947,-0.0004085570468011727,11563,0,2
BOS07,1947,0.01822317905001139,6161,1,2
CHI10,1947,-0.00490871553355607,5419,1,2
CLE07,1947,-0.007769644708212096,5674,1,2
DET04,1947,0.017128408800902606,6007,1,2
NYC16,1947,-0.007099247916600049,5696,1,2
PHI11,1947,-0.0008968930325867954,11213,1,2
WAS09,1947,-0.01691574631678487,5556,1,2
BOS08,1948,-0.006879547438948466,5682,0,2
CHI11,1948,-0.011688725039435988,5523,0,2
CIN07,1948,0.005063413482937664,5676,0,2
NYC14,1948,0.002514665943152219,5609,0,2
NYC15,1948,-0.005240277033849605,5965,0,2
PIT06,1948,0.015325449183207598,6007,0,2
BOS07,1948,0.007404072217146551,6011,1,2
CHI10,1948,-0.013525451089850971,5866,1,2
CLE07,1948,-0.006279879086589365,5924,1,2
DET04,1948,1.5957465387647293e-05,5896,1,2
NYC16,1948,-0.0031621218971434736,5930,1,2
PHI11,1948,-0.003080738361188616,11706,1,2
STL07,1948,0.0114813451691376,11664,1,2
WAS09,1948,-0.001193196844028419,6002,1,2
BOS07,1949,0.01995674954300352,5994,0,2
CHI10,1949,0.0041762684856326985,5694,0,2
CLE07,1949,-0.021630838402947973,5810,0,2
DET04,1949,0.006525700131615284,6065,0,2
NYC16,1949,-0.0001316822393602375,5929,0,2
WAS09,1949,-0.009695177649726898,5830,0,2
BOS08,1949,-0.007215193358839222,5939,1,2
CHI11,1949,-0.0036987960102894285,5592,1,2
CIN07,1949,-0.006499758432498903,5907,1,2
NYC14,1949,-0.004769308162008632,5925,1,2
NYC15,1949,-0.0011844217342760603,5939,1,2
PHI11,1949,-0.0015717513329746868,11736,1,2
PIT06,1949,0.0076737213273336095,5839,1,2
STL07,1949,0.009305054562843067,11914,1,2
BOS08,1950,-0.025722321565430587,5763,0,2
CHI11,1950,0.011895298949811898,6077,0,2
CIN07,1950,0.0015066313134936375,5734,0,2
NYC14,1950,-0.013918633596157828,5662,0,2
NYC15,1950,0.012961718987500417,5965,0,2
PIT06,1950,0.011651419673666839,5905,0,2
BOS07,1950,0.03993151692124214,6197,1,2
CHI10,1950,-0.010198163237097338,6003,1,2
CLE07,1950,-0.011519652786075602,5863,1,2
DET04,1950,-0.0008216844784944246,6147,1,2
NYC16,1950,-0.0035036816597817625,5998,1,2
PHI11,1950,-0.0063234398595942674,11693,1,2
STL07,1950,0.004232492974328326,11668,1,2
WAS09,1950,-0.011357204008246888,5994,1,2
BOS08,1951,-0.005718561681126071,5783,0,2
CHI11,1951,-0.0063828037750437,5718,0,2
CIN07,1951,-0.019226046047152924,5857,0,2
NYC14,1951,-0.004563505864184249,5712,0,2
NYC15,1951,0.004193608784775078,5818,0,2
PHI11,1951,-0.0005383092038890804,12056,0,2
PIT06,1951,0.01898924994595742,5986,0,2
STL07,1951,0.006358364523331781,12057,0,2
BOS07,1951,0.01672350019328045,5863,1,2
CHI10,1951,-0.004611065076317007,6028,1,2
CLE07,1951,-0.01312245053408722,5697,1,2
DET04,1951,0.011600571498829582,6064,1,2
NYC16,1951,-0.01628828955094572,5562,1,2
WAS09,1951,0.004308758964836902,5745,1,2
BOS08,1952,-0.018119714404712536,5516,0,2
CHI11,1952,0.0024772849438819715,5641,0,2
CIN07,1952,-0.0009122495244133892,5454,0,2
NYC14,1952,0.008659908780665727,5570,0,2
NYC15,1952,-0.004621957634553033,5770,0,2
PHI11,1952,0.005226087831411817,11159,0,2
PIT06,1952,0.0020848838753429874,5307,0,2
BOS07,1952,0.023324477178884393,5835,1,2
CHI10,1952,-0.004828420596113597,5775,1,2
CLE07,1952,-0.007347959467520346,5737,1,2
DET04,1952,0.00879661512330348,5844,1,2
NYC16,1952,-0.01086042202624988,5690,1,2
STL07,1952,0.0036847083191270226,11420,1,2
WAS09,1952,-0.016717964492342148,5847,1,2
BOS07,1953,0.007125192348033278,5824,0,2
CHI10,1953,-0.007309392161508055,5799,0,2
CLE07,1953,-0.007343177539948509,5653,0,2
DET04,1953,0.02003006198883807,5902,0,2
NYC16,1953,-0.01226669354008252,5572,0,2
PHI11,1953,0.005242298267174113,11562,0,2
WAS09,1953,-0.01232624198350196,5523,0,2
CHI11,1953,0.006762687107709453,5808,1,2
CIN07,1953,0.0031495472136709906,5875,1,2
MIL05,1953,-0.03510305762143259,5701,1,2
NYC14,1953,0.005131959324223208,5718,1,2
NYC15,1953,0.013150896754248957,5862,1,2
PIT06,1953,0.007018684231299693,5841,1,2
STL07,1953,-0.00044411306922987085,11461,1,2
BAL11,1954,-0.020789092431502156,5835,0,2
BOS07,1954,0.02177720371693021,6082,0,2
CHI10,1954,0.0018915866873446237,5792,0,2
CLE07,1954,0.002564709089096509,5743,0,2
DET04,1954,0.007203418321719028,5642,0,2
NYC16,1954,-0.005291307577435721,5752,0,2
WAS09,1954,-0.007988430374671234,5888,0,2
CHI11,1954,-0.0016635132349698753,5801,1,2
CIN07,1954,0.020677294488325233,5797,1,2
MIL05,1954,-0.037514306197593064,5532,1,2
NYC14,1954,-0.00123669172468438,5563,1,2
NYC15,1954,0.009205456610528386,5808,1,2
PHI11,1954,-0.002279681506333402,11534,1,2
PIT06,1954,-0.0002266098941145012,5488,1,2
STL07,1954,0.013893983965159574,5633,1,2
BAL11,1955,-0.019662860905934047,5702,0,2
BOS07,1955,0.028195705696857164,6095,0,2
CHI10,1955,-0.0012793314417627005,5707,0,2
CLE07,1955,-0.009138237250954397,5894,0,2
DET04,1955,-0.0013418965153911325,5612,0,2
KAN05,1955,0.024296438079831513,5771,0,2
NYC16,1955,-0.013609765053408515,5682,0,2
WAS09,1955,-0.009529354006416156,5659,0,2
CHI11,1955,-0.002124050086725735,5526,1,2
CIN07,1955,0.013629205758931241,5701,1,2
MIL05,1955,-0.01634974829266468,5666,1,2
NYC14,1955,-0.003085655025428704,5950,1,2
NYC15,1955,0.012658275502199928,5799,1,2
PHI11,1955,0.001762001706201811,5626,1,2
PIT06,1955,-0.007334384456586391,5634,1,2
STL07,1955,0.00055301797728017,5494,1,2
BAL11,1956,-0.020064131773857602,5582,0,2
BOS07,1956,0.013930564737659905,6125,0,2
CHI10,1956,-0.0003116712274652076,5972,0,2
CLE07,1956,-0.012869224542221721,5647,0,2
DET04,1956,0.007657431791316447,5868,0,2
KAN05,1956,0.005785742386193253,5494,0,2
NYC16,1956,-0.0068501164781680215,5793,0,2
WAS09,1956,0.010980344360145652,5844,0,2
CHI11,1956,0.003923334311725275,6081,1,2
CIN07,1956,0.015585209701206058,5821,1,2
JER02,1956,-0.06624428181784392,470,1,2
MIL05,1956,-0.021510399279283627,5676,1,2
NYC14,1956,-0.009078598441158407,5573,1,2
NYC15,1956,0.011824423828013082,5197,1,2
PHI11,1956,0.004407903505698616,5747,1,2
PIT06,1956,-0.007136544622206805,5609,1,2
STL07,1956,0.00728544117976311,5832,1,2
BAL11,1957,-0.024109193845273217,5631,0,2
